,DATE,NAME,PRCP,SNWD,STATION,TAVG,TMAX,TMIN,YEAR
1470,1959-01-10,"HELLINIKON, GR",1.8,,GR000016716,,15.8,9.2,1959
1471,1959-01-11,"HELLINIKON, GR",0.0,,GR000016716,,14.6,10.8,1959
1472,1959-01-12,"HELLINIKON, GR",0.0,,GR000016716,,15.1,2.4,1959
1473,1959-01-13,"HELLINIKON, GR",0.0,,GR000016716,,18.1,10.0,1959
1474,1959-01-14,"HELLINIKON, GR",0.0,,GR000016716,,16.2,7.1,1959
1475,1959-01-15,"HELLINIKON, GR",0.0,,GR000016716,,16.6,4.7,1959
1476,1959-01-16,"HELLINIKON, GR",0.0,,GR000016716,,17.6,8.8,1959
1477,1959-01-17,"HELLINIKON, GR",6.7,,GR000016716,,16.2,12.0,1959
1478,1959-01-18,"HELLINIKON, GR",0.0,,GR000016716,,12.6,5.1,1959
1479,1959-01-19,"HELLINIKON, GR",0.0,,GR000016716,,9.0,2.4,1959
1480,1959-01-20,"HELLINIKON, GR",0.0,,GR000016716,,13.0,0.1,1959
1481,1959-01-21,"HELLINIKON, GR",0.0,,GR000016716,,15.8,1.8,1959
1482,1959-01-22,"HELLINIKON, GR",0.0,,GR000016716,,16.9,6.9,1959
1483,1959-01-23,"HELLINIKON, GR",0.0,,GR000016716,,17.7,8.5,1959
1484,1959-01-24,"HELLINIKON, GR",0.0,,GR000016716,,18.0,6.4,1959
1485,1959-01-25,"HELLINIKON, GR",0.0,,GR000016716,,17.2,7.8,1959
1486,1959-01-26,"HELLINIKON, GR",4.6,,GR000016716,,12.8,4.4,1959
1487,1959-01-27,"HELLINIKON, GR",1.5,,GR000016716,,5.6,1.8,1959
1488,1959-01-28,"HELLINIKON, GR",0.6,,GR000016716,,6.4,1.8,1959
1489,1959-01-29,"HELLINIKON, GR",0.0,,GR000016716,,5.2,1.5,1959
1490,1959-01-30,"HELLINIKON, GR",0.0,,GR000016716,,8.0,2.1,1959
1491,1959-01-31,"HELLINIKON, GR",0.0,,GR000016716,,9.8,0.7,1959
1492,1959-02-01,"HELLINIKON, GR",0.0,,GR000016716,,13.0,-0.2,1959
1493,1959-02-02,"HELLINIKON, GR",0.0,,GR000016716,,16.4,3.8,1959
1494,1959-02-03,"HELLINIKON, GR",0.0,,GR000016716,,18.6,7.8,1959
1495,1959-02-04,"HELLINIKON, GR",0.0,,GR000016716,,12.1,8.7,1959
1496,1959-02-05,"HELLINIKON, GR",0.0,,GR000016716,,9.4,5.4,1959
1497,1959-02-06,"HELLINIKON, GR",0.0,,GR000016716,,12.6,0.4,1959
1498,1959-02-07,"HELLINIKON, GR",0.0,,GR000016716,,9.0,6.1,1959
1499,1959-02-08,"HELLINIKON, GR",0.0,,GR000016716,,10.0,5.3,1959
1500,1959-02-09,"HELLINIKON, GR",0.0,,GR000016716,,11.4,5.4,1959
1501,1959-02-10,"HELLINIKON, GR",0.0,,GR000016716,,11.0,4.5,1959
1502,1959-02-11,"HELLINIKON, GR",0.0,,GR000016716,,9.9,4.6,1959
1503,1959-02-12,"HELLINIKON, GR",0.0,,GR000016716,,7.8,3.8,1959
1504,1959-02-13,"HELLINIKON, GR",0.4,,GR000016716,,6.8,1.7,1959
1505,1959-02-14,"HELLINIKON, GR",0.3,,GR000016716,,7.8,2.0,1959
1506,1959-02-15,"HELLINIKON, GR",0.0,,GR000016716,,12.2,4.6,1959
1507,1959-02-16,"HELLINIKON, GR",0.0,,GR000016716,,13.0,3.7,1959
1508,1959-02-17,"HELLINIKON, GR",0.0,,GR000016716,,9.6,3.3,1959
1509,1959-02-18,"HELLINIKON, GR",0.0,,GR000016716,,9.0,3.6,1959
1510,1959-02-19,"HELLINIKON, GR",0.0,,GR000016716,,13.2,2.8,1959
1511,1959-02-20,"HELLINIKON, GR",0.0,,GR000016716,,16.0,2.2,1959
1512,1959-02-21,"HELLINIKON, GR",0.0,,GR000016716,,16.9,3.7,1959
1513,1959-02-22,"HELLINIKON, GR",0.0,,GR000016716,,15.5,11.8,1959
1514,1959-02-23,"HELLINIKON, GR",0.0,,GR000016716,,13.9,5.2,1959
1515,1959-02-24,"HELLINIKON, GR",0.0,,GR000016716,,10.6,3.0,1959
1516,1959-02-25,"HELLINIKON, GR",0.0,,GR000016716,,14.6,0.1,1959
1517,1959-02-26,"HELLINIKON, GR",0.0,,GR000016716,,18.3,2.8,1959
1518,1959-02-27,"HELLINIKON, GR",0.0,,GR000016716,,17.0,5.3,1959
1519,1959-02-28,"HELLINIKON, GR",0.0,,GR000016716,,18.1,6.0,1959
1520,1959-03-01,"HELLINIKON, GR",0.0,,GR000016716,,17.3,7.0,1959
1521,1959-03-02,"HELLINIKON, GR",0.0,,GR000016716,,12.8,9.4,1959
1522,1959-03-03,"HELLINIKON, GR",0.0,,GR000016716,,16.3,4.1,1959
1523,1959-03-04,"HELLINIKON, GR",0.0,,GR000016716,,14.2,5.6,1959
1524,1959-03-05,"HELLINIKON, GR",0.0,,GR000016716,,14.0,6.0,1959
1525,1959-03-06,"HELLINIKON, GR",0.0,,GR000016716,,16.9,9.2,1959
1526,1959-03-07,"HELLINIKON, GR",0.0,,GR000016716,,15.8,13.0,1959
1527,1959-03-08,"HELLINIKON, GR",0.0,,GR000016716,,18.0,13.1,1959
1528,1959-03-09,"HELLINIKON, GR",0.0,,GR000016716,,20.0,13.4,1959
1529,1959-03-10,"HELLINIKON, GR",0.0,,GR000016716,,18.0,9.8,1959
1530,1959-03-11,"HELLINIKON, GR",0.0,,GR000016716,,19.9,11.6,1959
1531,1959-03-12,"HELLINIKON, GR",3.6,,GR000016716,,18.3,11.7,1959
1532,1959-03-13,"HELLINIKON, GR",0.0,,GR000016716,,18.3,11.8,1959
1533,1959-03-14,"HELLINIKON, GR",19.8,,GR000016716,,19.0,10.2,1959
1534,1959-03-15,"HELLINIKON, GR",4.8,,GR000016716,,17.0,12.4,1959
1535,1959-03-16,"HELLINIKON, GR",0.1,,GR000016716,,14.6,10.4,1959
1536,1959-03-17,"HELLINIKON, GR",0.0,,GR000016716,,12.7,7.6,1959
1537,1959-03-18,"HELLINIKON, GR",0.0,,GR000016716,,13.4,9.0,1959
1538,1959-03-19,"HELLINIKON, GR",0.0,,GR000016716,,13.3,7.4,1959
1539,1959-03-20,"HELLINIKON, GR",0.0,,GR000016716,,13.4,7.4,1959
1540,1959-03-21,"HELLINIKON, GR",0.0,,GR000016716,,16.0,6.1,1959
1541,1959-03-22,"HELLINIKON, GR",0.0,,GR000016716,,17.4,9.1,1959
1542,1959-03-23,"HELLINIKON, GR",0.0,,GR000016716,,18.5,8.2,1959
1543,1959-03-24,"HELLINIKON, GR",0.0,,GR000016716,,20.0,9.2,1959
1544,1959-03-25,"HELLINIKON, GR",0.0,,GR000016716,,19.4,6.8,1959
1545,1959-03-26,"HELLINIKON, GR",0.0,,GR000016716,,19.2,10.4,1959
1546,1959-03-27,"HELLINIKON, GR",0.0,,GR000016716,,19.9,7.1,1959
1547,1959-03-28,"HELLINIKON, GR",2.5,,GR000016716,,18.1,11.5,1959
1548,1959-03-29,"HELLINIKON, GR",0.0,,GR000016716,,18.4,7.8,1959
1549,1959-03-30,"HELLINIKON, GR",0.0,,GR000016716,,18.0,12.8,1959
1550,1959-03-31,"HELLINIKON, GR",0.0,,GR000016716,,19.1,9.5,1959
1551,1959-04-01,"HELLINIKON, GR",0.0,,GR000016716,,19.2,12.9,1959
1552,1959-04-02,"HELLINIKON, GR",5.2,,GR000016716,,17.2,11.4,1959
1553,1959-04-03,"HELLINIKON, GR",0.4,,GR000016716,,14.4,9.3,1959
1554,1959-04-04,"HELLINIKON, GR",0.0,,GR000016716,,18.0,7.8,1959
1555,1959-04-05,"HELLINIKON, GR",0.0,,GR000016716,,19.6,7.2,1959
1556,1959-04-06,"HELLINIKON, GR",0.0,,GR000016716,,19.8,14.2,1959
1557,1959-04-07,"HELLINIKON, GR",0.0,,GR000016716,,20.0,14.4,1959
1558,1959-04-08,"HELLINIKON, GR",0.0,,GR000016716,,22.9,15.8,1959
1559,1959-04-09,"HELLINIKON, GR",0.0,,GR000016716,,19.9,11.9,1959
1560,1959-04-10,"HELLINIKON, GR",0.0,,GR000016716,,22.9,14.3,1959
1561,1959-04-11,"HELLINIKON, GR",0.0,,GR000016716,,21.8,14.1,1959
1562,1959-04-12,"HELLINIKON, GR",0.0,,GR000016716,,21.8,12.8,1959
1563,1959-04-13,"HELLINIKON, GR",0.0,,GR000016716,,22.6,9.2,1959
1564,1959-04-14,"HELLINIKON, GR",0.0,,GR000016716,,21.6,11.2,1959
1565,1959-04-15,"HELLINIKON, GR",0.0,,GR000016716,,19.8,11.2,1959
1566,1959-04-16,"HELLINIKON, GR",0.0,,GR000016716,,19.6,10.1,1959
1567,1959-04-17,"HELLINIKON, GR",0.0,,GR000016716,,21.7,13.6,1959
1568,1959-04-18,"HELLINIKON, GR",0.0,,GR000016716,,21.8,16.0,1959
1569,1959-04-19,"HELLINIKON, GR",0.0,,GR000016716,,19.9,13.1,1959
1570,1959-04-20,"HELLINIKON, GR",0.0,,GR000016716,,20.0,11.0,1959
1571,1959-04-21,"HELLINIKON, GR",0.0,,GR000016716,,20.0,12.2,1959
1572,1959-04-22,"HELLINIKON, GR",0.2,,GR000016716,,19.6,13.0,1959
1573,1959-04-23,"HELLINIKON, GR",9.2,,GR000016716,,17.8,12.0,1959
1574,1959-04-24,"HELLINIKON, GR",0.0,,GR000016716,,18.1,11.6,1959
1575,1959-04-25,"HELLINIKON, GR",0.0,,GR000016716,,19.2,12.7,1959
1576,1959-04-26,"HELLINIKON, GR",6.2,,GR000016716,,16.8,10.2,1959
1577,1959-04-27,"HELLINIKON, GR",6.5,,GR000016716,,19.2,10.2,1959
1578,1959-04-28,"HELLINIKON, GR",0.0,,GR000016716,,19.4,9.4,1959
1579,1959-04-29,"HELLINIKON, GR",0.0,,GR000016716,,21.5,8.8,1959
1580,1959-04-30,"HELLINIKON, GR",0.0,,GR000016716,,19.7,9.8,1959
1581,1959-05-01,"HELLINIKON, GR",0.0,,GR000016716,,19.6,12.2,1959
1582,1959-05-02,"HELLINIKON, GR",0.0,,GR000016716,,20.9,15.0,1959
1583,1959-05-03,"HELLINIKON, GR",0.0,,GR000016716,,21.6,12.8,1959
1584,1959-05-04,"HELLINIKON, GR",5.6,,GR000016716,,22.4,13.4,1959
1585,1959-05-05,"HELLINIKON, GR",5.1,,GR000016716,,21.1,13.3,1959
1586,1959-05-06,"HELLINIKON, GR",0.0,,GR000016716,,22.8,13.5,1959
1587,1959-05-07,"HELLINIKON, GR",0.0,,GR000016716,,22.4,12.2,1959
1588,1959-05-08,"HELLINIKON, GR",0.0,,GR000016716,,23.1,13.6,1959
1589,1959-05-09,"HELLINIKON, GR",0.0,,GR000016716,,24.4,14.2,1959
1590,1959-05-10,"HELLINIKON, GR",0.0,,GR000016716,,23.2,15.1,1959
1591,1959-05-11,"HELLINIKON, GR",0.0,,GR000016716,,24.8,14.5,1959
1592,1959-05-12,"HELLINIKON, GR",0.0,,GR000016716,,25.6,17.1,1959
1593,1959-05-13,"HELLINIKON, GR",0.0,,GR000016716,,25.8,15.6,1959
1594,1959-05-14,"HELLINIKON, GR",0.0,,GR000016716,,25.2,14.8,1959
1595,1959-05-15,"HELLINIKON, GR",0.0,,GR000016716,,20.8,15.2,1959
1596,1959-05-16,"HELLINIKON, GR",1.0,,GR000016716,,21.6,16.8,1959
1597,1959-05-17,"HELLINIKON, GR",0.1,,GR000016716,,22.2,14.6,1959
1598,1959-05-18,"HELLINIKON, GR",0.0,,GR000016716,,24.3,15.0,1959
1599,1959-05-19,"HELLINIKON, GR",0.0,,GR000016716,,24.2,16.6,1959
1600,1959-05-20,"HELLINIKON, GR",0.0,,GR000016716,,23.8,17.4,1959
1601,1959-05-21,"HELLINIKON, GR",0.0,,GR000016716,,26.3,17.8,1959
1602,1959-05-22,"HELLINIKON, GR",0.0,,GR000016716,,27.9,19.2,1959
1603,1959-05-23,"HELLINIKON, GR",0.0,,GR000016716,,28.1,21.0,1959
1604,1959-05-24,"HELLINIKON, GR",0.0,,GR000016716,,27.2,18.2,1959
1605,1959-05-25,"HELLINIKON, GR",0.0,,GR000016716,,26.6,19.6,1959
1606,1959-05-26,"HELLINIKON, GR",0.0,,GR000016716,,25.2,17.4,1959
1607,1959-05-27,"HELLINIKON, GR",0.0,,GR000016716,,24.6,17.2,1959
1608,1959-05-28,"HELLINIKON, GR",0.0,,GR000016716,,26.7,18.6,1959
1609,1959-05-29,"HELLINIKON, GR",0.0,,GR000016716,,25.3,16.6,1959
1610,1959-05-30,"HELLINIKON, GR",0.0,,GR000016716,,28.2,20.2,1959
1611,1959-05-31,"HELLINIKON, GR",0.0,,GR000016716,,29.9,20.0,1959
1612,1959-06-01,"HELLINIKON, GR",0.0,,GR000016716,,28.4,20.8,1959
1613,1959-06-02,"HELLINIKON, GR",0.0,,GR000016716,,23.6,18.9,1959
1614,1959-06-03,"HELLINIKON, GR",0.0,,GR000016716,,25.9,17.7,1959
1615,1959-06-04,"HELLINIKON, GR",0.0,,GR000016716,,26.4,17.3,1959
1616,1959-06-05,"HELLINIKON, GR",0.0,,GR000016716,,25.2,17.5,1959
1617,1959-06-06,"HELLINIKON, GR",0.0,,GR000016716,,23.1,17.0,1959
1618,1959-06-07,"HELLINIKON, GR",0.0,,GR000016716,,26.2,16.4,1959
1619,1959-06-08,"HELLINIKON, GR",0.0,,GR000016716,,27.0,20.4,1959
1620,1959-06-09,"HELLINIKON, GR",0.1,,GR000016716,,24.7,18.4,1959
1621,1959-06-10,"HELLINIKON, GR",0.0,,GR000016716,,25.6,17.5,1959
1622,1959-06-11,"HELLINIKON, GR",0.0,,GR000016716,,25.1,18.4,1959
1623,1959-06-12,"HELLINIKON, GR",0.0,,GR000016716,,25.9,18.6,1959
1624,1959-06-13,"HELLINIKON, GR",0.0,,GR000016716,,26.0,17.7,1959
1625,1959-06-14,"HELLINIKON, GR",0.0,,GR000016716,,25.5,18.0,1959
1626,1959-06-15,"HELLINIKON, GR",0.0,,GR000016716,,25.5,17.6,1959
1627,1959-06-16,"HELLINIKON, GR",0.0,,GR000016716,,26.9,20.3,1959
1628,1959-06-17,"HELLINIKON, GR",0.0,,GR000016716,,27.0,19.0,1959
1629,1959-06-18,"HELLINIKON, GR",0.0,,GR000016716,,30.5,19.6,1959
1630,1959-06-19,"HELLINIKON, GR",0.0,,GR000016716,,31.8,22.4,1959
1631,1959-06-20,"HELLINIKON, GR",0.0,,GR000016716,,31.8,23.0,1959
1632,1959-06-21,"HELLINIKON, GR",0.0,,GR000016716,,32.4,21.8,1959
1633,1959-06-22,"HELLINIKON, GR",0.0,,GR000016716,,32.5,22.8,1959
1634,1959-06-23,"HELLINIKON, GR",0.0,,GR000016716,,29.9,21.6,1959
1635,1959-06-24,"HELLINIKON, GR",0.0,,GR000016716,,31.8,20.8,1959
1636,1959-06-25,"HELLINIKON, GR",0.0,,GR000016716,,31.2,22.8,1959
1637,1959-06-26,"HELLINIKON, GR",0.0,,GR000016716,,31.1,21.6,1959
1638,1959-06-27,"HELLINIKON, GR",0.0,,GR000016716,,28.2,21.3,1959
1639,1959-06-28,"HELLINIKON, GR",0.0,,GR000016716,,29.5,21.5,1959
1640,1959-06-29,"HELLINIKON, GR",0.0,,GR000016716,,31.2,23.0,1959
1641,1959-06-30,"HELLINIKON, GR",0.0,,GR000016716,,28.0,21.8,1959
1642,1959-07-01,"HELLINIKON, GR",0.0,,GR000016716,,30.2,22.7,1959
1643,1959-07-02,"HELLINIKON, GR",0.0,,GR000016716,,29.0,22.2,1959
1644,1959-07-03,"HELLINIKON, GR",7.4,,GR000016716,,26.4,17.6,1959
1645,1959-07-04,"HELLINIKON, GR",4.3,,GR000016716,,25.7,18.7,1959
1646,1959-07-05,"HELLINIKON, GR",0.0,,GR000016716,,27.2,18.8,1959
1647,1959-07-06,"HELLINIKON, GR",0.0,,GR000016716,,28.8,19.3,1959
1648,1959-07-07,"HELLINIKON, GR",0.0,,GR000016716,,31.2,19.4,1959
1649,1959-07-08,"HELLINIKON, GR",0.0,,GR000016716,,33.5,21.7,1959
1650,1959-07-09,"HELLINIKON, GR",0.0,,GR000016716,,31.8,22.9,1959
1651,1959-07-10,"HELLINIKON, GR",0.0,,GR000016716,,33.8,23.8,1959
1652,1959-07-11,"HELLINIKON, GR",0.0,,GR000016716,,31.4,25.0,1959
1653,1959-07-12,"HELLINIKON, GR",0.0,,GR000016716,,32.0,20.5,1959
1654,1959-07-13,"HELLINIKON, GR",0.0,,GR000016716,,30.2,22.1,1959
1655,1959-07-14,"HELLINIKON, GR",6.5,,GR000016716,,30.5,20.6,1959
1656,1959-07-15,"HELLINIKON, GR",0.0,,GR000016716,,31.2,21.2,1959
1657,1959-07-16,"HELLINIKON, GR",0.0,,GR000016716,,31.4,22.7,1959
1658,1959-07-17,"HELLINIKON, GR",0.0,,GR000016716,,30.9,23.8,1959
1659,1959-07-18,"HELLINIKON, GR",0.0,,GR000016716,,36.7,24.2,1959
1660,1959-07-19,"HELLINIKON, GR",0.0,,GR000016716,,34.5,26.6,1959
1661,1959-07-20,"HELLINIKON, GR",0.0,,GR000016716,,34.9,24.0,1959
1662,1959-07-21,"HELLINIKON, GR",0.0,,GR000016716,,36.4,25.1,1959
1663,1959-07-22,"HELLINIKON, GR",0.3,,GR000016716,,32.8,26.2,1959
1664,1959-07-23,"HELLINIKON, GR",0.0,,GR000016716,,34.4,23.7,1959
1665,1959-07-24,"HELLINIKON, GR",0.0,,GR000016716,,36.0,24.2,1959
1666,1959-07-25,"HELLINIKON, GR",0.0,,GR000016716,,36.8,23.1,1959
1667,1959-07-26,"HELLINIKON, GR",0.0,,GR000016716,,32.4,25.2,1959
1668,1959-07-27,"HELLINIKON, GR",0.0,,GR000016716,,32.2,23.4,1959
1669,1959-07-28,"HELLINIKON, GR",0.0,,GR000016716,,34.1,26.6,1959
1670,1959-07-29,"HELLINIKON, GR",0.0,,GR000016716,,32.6,24.1,1959
1671,1959-07-30,"HELLINIKON, GR",0.0,,GR000016716,,31.2,22.5,1959
1672,1959-07-31,"HELLINIKON, GR",0.0,,GR000016716,,32.5,23.0,1959
1673,1959-08-01,"HELLINIKON, GR",0.0,,GR000016716,,32.5,24.0,1959
1674,1959-08-02,"HELLINIKON, GR",0.0,,GR000016716,,33.3,24.6,1959
1675,1959-08-03,"HELLINIKON, GR",0.0,,GR000016716,,30.0,23.2,1959
1676,1959-08-04,"HELLINIKON, GR",0.0,,GR000016716,,32.6,24.2,1959
1677,1959-08-05,"HELLINIKON, GR",0.0,,GR000016716,,30.0,22.6,1959
1678,1959-08-06,"HELLINIKON, GR",0.0,,GR000016716,,29.1,22.6,1959
1679,1959-08-07,"HELLINIKON, GR",0.0,,GR000016716,,31.3,23.9,1959
1680,1959-08-08,"HELLINIKON, GR",0.0,,GR000016716,,32.6,23.2,1959
1681,1959-08-09,"HELLINIKON, GR",0.0,,GR000016716,,33.9,23.2,1959
1682,1959-08-10,"HELLINIKON, GR",0.0,,GR000016716,,33.8,24.6,1959
1683,1959-08-11,"HELLINIKON, GR",0.0,,GR000016716,,34.6,24.4,1959
1684,1959-08-12,"HELLINIKON, GR",0.0,,GR000016716,,32.0,25.2,1959
1685,1959-08-13,"HELLINIKON, GR",0.0,,GR000016716,,31.6,23.6,1959
1686,1959-08-14,"HELLINIKON, GR",0.0,,GR000016716,,32.1,24.2,1959
1687,1959-08-15,"HELLINIKON, GR",0.0,,GR000016716,,33.6,23.5,1959
1688,1959-08-16,"HELLINIKON, GR",0.0,,GR000016716,,32.4,24.4,1959
1689,1959-08-17,"HELLINIKON, GR",0.3,,GR000016716,,29.9,22.6,1959
1690,1959-08-18,"HELLINIKON, GR",0.0,,GR000016716,,32.8,22.0,1959
1691,1959-08-19,"HELLINIKON, GR",0.0,,GR000016716,,32.4,21.1,1959
1692,1959-08-20,"HELLINIKON, GR",0.0,,GR000016716,,31.8,21.7,1959
1693,1959-08-21,"HELLINIKON, GR",0.0,,GR000016716,,32.8,23.9,1959
1694,1959-08-22,"HELLINIKON, GR",0.0,,GR000016716,,31.2,22.8,1959
1695,1959-08-23,"HELLINIKON, GR",0.0,,GR000016716,,32.6,23.3,1959
1696,1959-08-24,"HELLINIKON, GR",0.0,,GR000016716,,31.7,24.2,1959
1697,1959-08-25,"HELLINIKON, GR",0.0,,GR000016716,,32.0,24.4,1959
1698,1959-08-26,"HELLINIKON, GR",0.0,,GR000016716,,33.8,24.2,1959
1699,1959-08-27,"HELLINIKON, GR",0.0,,GR000016716,,36.2,24.7,1959
1700,1959-08-28,"HELLINIKON, GR",0.0,,GR000016716,,35.4,23.0,1959
1701,1959-08-29,"HELLINIKON, GR",0.0,,GR000016716,,31.1,22.3,1959
1702,1959-08-30,"HELLINIKON, GR",0.0,,GR000016716,,31.3,23.2,1959
1703,1959-08-31,"HELLINIKON, GR",0.0,,GR000016716,,29.8,21.8,1959
1704,1959-09-01,"HELLINIKON, GR",0.0,,GR000016716,,31.5,24.4,1959
1705,1959-09-02,"HELLINIKON, GR",0.0,,GR000016716,,27.6,20.7,1959
1706,1959-09-03,"HELLINIKON, GR",0.0,,GR000016716,,28.2,19.8,1959
1707,1959-09-04,"HELLINIKON, GR",0.0,,GR000016716,,29.8,20.6,1959
1708,1959-09-05,"HELLINIKON, GR",0.0,,GR000016716,,28.5,21.8,1959
1709,1959-09-06,"HELLINIKON, GR",1.6,,GR000016716,,26.1,17.4,1959
1710,1959-09-07,"HELLINIKON, GR",0.9,,GR000016716,,28.2,21.3,1959
1711,1959-09-08,"HELLINIKON, GR",0.0,,GR000016716,,27.7,20.4,1959
1712,1959-09-09,"HELLINIKON, GR",0.0,,GR000016716,,26.2,18.2,1959
1713,1959-09-10,"HELLINIKON, GR",0.0,,GR000016716,,25.2,19.2,1959
1714,1959-09-11,"HELLINIKON, GR",0.0,,GR000016716,,23.8,17.1,1959
1715,1959-09-12,"HELLINIKON, GR",0.0,,GR000016716,,23.6,16.2,1959
1716,1959-09-13,"HELLINIKON, GR",0.0,,GR000016716,,27.6,15.8,1959
1717,1959-09-14,"HELLINIKON, GR",0.0,,GR000016716,,25.4,15.2,1959
1718,1959-09-15,"HELLINIKON, GR",0.0,,GR000016716,,28.0,18.6,1959
1719,1959-09-16,"HELLINIKON, GR",0.0,,GR000016716,,27.7,18.0,1959
1720,1959-09-17,"HELLINIKON, GR",0.0,,GR000016716,,28.3,19.2,1959
1721,1959-09-18,"HELLINIKON, GR",0.0,,GR000016716,,28.6,19.4,1959
1722,1959-09-19,"HELLINIKON, GR",2.6,,GR000016716,,26.9,18.9,1959
1723,1959-09-20,"HELLINIKON, GR",0.0,,GR000016716,,23.8,16.5,1959
1724,1959-09-21,"HELLINIKON, GR",0.0,,GR000016716,,25.9,14.0,1959
1725,1959-09-22,"HELLINIKON, GR",0.0,,GR000016716,,26.0,16.7,1959
1726,1959-09-23,"HELLINIKON, GR",0.0,,GR000016716,,28.0,15.9,1959
1727,1959-09-24,"HELLINIKON, GR",0.0,,GR000016716,,27.2,14.1,1959
1728,1959-09-25,"HELLINIKON, GR",0.0,,GR000016716,,27.2,15.6,1959
1729,1959-09-26,"HELLINIKON, GR",0.0,,GR000016716,,28.4,18.0,1959
1730,1959-09-27,"HELLINIKON, GR",0.0,,GR000016716,,28.8,18.8,1959
1731,1959-09-28,"HELLINIKON, GR",0.0,,GR000016716,,28.1,19.4,1959
1732,1959-09-29,"HELLINIKON, GR",0.0,,GR000016716,,25.6,18.5,1959
1733,1959-09-30,"HELLINIKON, GR",0.0,,GR000016716,,19.0,15.6,1959
1734,1959-10-01,"HELLINIKON, GR",0.0,,GR000016716,,18.8,13.6,1959
1735,1959-10-02,"HELLINIKON, GR",0.0,,GR000016716,,21.6,11.2,1959
1736,1959-10-03,"HELLINIKON, GR",0.0,,GR000016716,,22.7,15.0,1959
1737,1959-10-04,"HELLINIKON, GR",0.0,,GR000016716,,24.0,13.8,1959
1738,1959-10-05,"HELLINIKON, GR",0.0,,GR000016716,,25.0,13.2,1959
1739,1959-10-06,"HELLINIKON, GR",0.0,,GR000016716,,20.7,15.6,1959
1740,1959-10-07,"HELLINIKON, GR",0.0,,GR000016716,,19.6,14.2,1959
1741,1959-10-08,"HELLINIKON, GR",0.0,,GR000016716,,21.7,13.4,1959
1742,1959-10-09,"HELLINIKON, GR",4.0,,GR000016716,,20.6,15.4,1959
1743,1959-10-10,"HELLINIKON, GR",11.0,,GR000016716,,21.2,15.2,1959
1744,1959-10-11,"HELLINIKON, GR",0.0,,GR000016716,,22.5,14.0,1959
1745,1959-10-12,"HELLINIKON, GR",0.7,,GR000016716,,21.8,15.3,1959
1746,1959-10-13,"HELLINIKON, GR",0.0,,GR000016716,,19.3,13.7,1959
1747,1959-10-14,"HELLINIKON, GR",0.0,,GR000016716,,19.0,13.0,1959
1748,1959-10-15,"HELLINIKON, GR",0.0,,GR000016716,,18.6,11.4,1959
1749,1959-10-16,"HELLINIKON, GR",0.0,,GR000016716,,20.0,9.1,1959
1750,1959-10-17,"HELLINIKON, GR",0.0,,GR000016716,,18.5,10.8,1959
1751,1959-10-18,"HELLINIKON, GR",0.0,,GR000016716,,19.2,8.8,1959
1752,1959-10-19,"HELLINIKON, GR",0.0,,GR000016716,,21.3,11.4,1959
1753,1959-10-20,"HELLINIKON, GR",0.0,,GR000016716,,21.7,12.4,1959
1754,1959-10-21,"HELLINIKON, GR",0.0,,GR000016716,,22.1,10.4,1959
1755,1959-10-22,"HELLINIKON, GR",0.0,,GR000016716,,23.2,11.4,1959
1756,1959-10-23,"HELLINIKON, GR",0.0,,GR000016716,,24.0,10.7,1959
1757,1959-10-24,"HELLINIKON, GR",12.5,,GR000016716,,18.2,9.2,1959
1758,1959-10-25,"HELLINIKON, GR",2.2,,GR000016716,,16.4,9.1,1959
1759,1959-10-26,"HELLINIKON, GR",0.0,,GR000016716,,18.4,12.0,1959
1760,1959-10-27,"HELLINIKON, GR",0.0,,GR000016716,,19.2,8.0,1959
1761,1959-10-28,"HELLINIKON, GR",0.0,,GR000016716,,20.7,12.1,1959
1762,1959-10-29,"HELLINIKON, GR",0.1,,GR000016716,,22.0,17.4,1959
1763,1959-10-30,"HELLINIKON, GR",0.0,,GR000016716,,24.3,18.5,1959
1764,1959-10-31,"HELLINIKON, GR",0.0,,GR000016716,,22.8,13.0,1959
1765,1959-11-01,"HELLINIKON, GR",0.7,,GR000016716,,21.5,13.6,1959
1766,1959-11-02,"HELLINIKON, GR",0.0,,GR000016716,,22.8,15.4,1959
1767,1959-11-03,"HELLINIKON, GR",0.3,,GR000016716,,23.1,15.8,1959
1768,1959-11-04,"HELLINIKON, GR",0.2,,GR000016716,,19.9,12.9,1959
1769,1959-11-05,"HELLINIKON, GR",0.0,,GR000016716,,20.7,13.2,1959
1770,1959-11-06,"HELLINIKON, GR",0.0,,GR000016716,,21.6,12.8,1959
1771,1959-11-07,"HELLINIKON, GR",0.0,,GR000016716,,22.1,17.0,1959
1772,1959-11-08,"HELLINIKON, GR",1.4,,GR000016716,,22.3,17.4,1959
1773,1959-11-09,"HELLINIKON, GR",0.0,,GR000016716,,19.4,11.3,1959
1774,1959-11-10,"HELLINIKON, GR",2.7,,GR000016716,,17.8,9.8,1959
1775,1959-11-11,"HELLINIKON, GR",0.0,,GR000016716,,18.4,9.6,1959
1776,1959-11-12,"HELLINIKON, GR",0.0,,GR000016716,,20.0,8.9,1959
1777,1959-11-13,"HELLINIKON, GR",0.1,,GR000016716,,19.5,14.2,1959
1778,1959-11-14,"HELLINIKON, GR",13.1,,GR000016716,,18.2,12.8,1959
1779,1959-11-15,"HELLINIKON, GR",0.0,,GR000016716,,16.9,12.6,1959
